user_id,user_interest_summary,scene,data_type
509076,"喜欢：用户偏好时尚穿搭品类（如短裤和针对矮个子的内容）、运动相关关键词（如打球、女孩）、可爱主题（如小狗、西瓜、软乎乎肉肉），以及休闲娱乐使用场景（如在线游戏或故事内容），品牌方面涉及支付宝相关服务（如芭芭农场、蚂蚁庄园）和食品品牌（如五彩、农夫山泉），整体体现身体积极、日常休闲和宠物兴趣。

不喜欢：用户不喜欢高个子穿搭或清冷风格的内容，这与点击行为中矮个子时尚和活泼主题相反。",3,complete
1440571,"### 用户兴趣偏好总结（场景3）
喜欢：用户偏好新闻事件类内容，包括交通事故（如车祸、占车位）、自然现象（如钱塘江潮水）、宠物行为（如遛狗）和钓鱼活动；关键词涉及车主、停车位、喇叭、钓鱼、大飞机概念；品牌偏好支付宝、美团、饿了么等生活服务；使用场景涵盖移动支付（如余额宝、花呗）、出行预订（如火车票、酒店）、健康管理（如医保搜索）和公益参与（如芭芭农场、蚂蚁庄园）。

不喜欢：用户不喜欢动物生存相关主题，如清道夫鱼内容，与点击的人类事件主题形成鲜明对比。",3,complete
1117409,"喜欢：该用户偏好食品品类如面食（如番茄鸡蛋面、次坞打面、素菜、包子、香菜丸子和小笼包），关键词包括简单易做、好吃、安全、健身和娱乐，品牌如familymart（从点击商品实体词体现），使用场景涉及家庭用餐、休闲健身（如女神蹲建议）和日常趣事（如遛狗、爬山、救援事件）。

不喜欢：基于未点击商品（标题强调“家里来客”的菜肴），用户不喜欢与招待客人或正式社交场合相关的食品内容，表明对这类社交导向特征不感兴趣。",3,complete
960360,"喜欢：用户偏好汽车金融和生活事件相关品类（如车贷、赔偿），关键词包括闪电、外卖、骑行和看手机，品牌如支付宝和永辉超市（高频出现在交易和服务使用中），使用场景涉及出行支付（如公交、地铁搜索）和日常生活消费（如外卖点餐、超市购物）。

不喜欢：用户对电动车主题（如未点击商品中的电动车）、女生群体事件及交警执法内容不感兴趣，这与点击行为中偏好戏剧性冲突（如车辆事故赔偿）相反。",3,complete
1146565,"喜欢：用户偏好动物视频（如猫、狗、大熊猫）和搞笑社会事件内容，关键词包括狗、猫、熊猫、网友、瞬间、红包、消费券；品牌涉及支付宝（服务使用频繁）、美团（交易行为）；使用场景为在线娱乐（观看搞笑和动物视频）和信息查询（搜索红包、消费券等日常服务）。

不喜欢：用户不喜欢虚构或不现实的狗故事内容，基于未点击商品特征（如""我纯阳之体开局娶画皮新娘""），与点击行为中现实动物和搞笑主题相反。",3,complete
961517,"喜欢：用户偏好旅游景点品类（如国内景点和四川目的地），关键词包括景点、中国、四川；品牌涉及高德（地图服务）和美团（生活服务）；使用场景为国内旅游探索和出行规划，基于点击行为中旅游相关标题和实体词（如""景点""、""去哪里""），以及交易行为中的""旅游开发""、""观光车门票""等实体。

不喜欢：用户对社保医保、政治话题（如中美关系）和车贷主题不感兴趣，基于未点击商品中社保卡、医保卡、美国、中国王牌、车贷等实体词，与点击行为形成鲜明对比。",3,complete
1174139,"### 用户兴趣偏好总结（场景3）
喜欢：偏好交通事件、社会新闻和搞笑视频内容，关键词包括电动车、交警、支付宝和代驾，品牌涉及Apple和高德，使用场景涵盖移动支付（如花呗、付款码）、网约车服务（如滴滴出行）及日常消费（如食品便利店、早饭）。  
不喜欢：动物或奇异生物相关内容，如清道夫鱼主题。",3,complete
15722,"喜欢：该用户偏好宠物相关品类（如狗和猫），关键词包括狗狗、猫咪、手机、学霸等幽默生活趣事内容，品牌涉及芭芭农场（服务使用），使用场景为休闲娱乐、家庭互动和宠物陪伴，基于点击商品标题和实体词如""狗狗中也尽显学神""和""妈妈对我猫咪的误解太深了""。

不喜欢：该用户不喜欢严肃的猫咪教育内容，基于未点击商品标题如""猫咪认主的表现""和实体词""猫咪""、""随便""，与点击行为中幽默趣事特征相反。",3,complete
1521998,"喜欢：该用户偏好美食品类，特别是家常菜和简单快捷的食谱（如葱爆鸡蛋、懒人焖饭、蒸排骨），关键词包括""好吃""、""下饭""、""懒人""、""家常""和""做法""，品牌涉及支付宝理财服务（如蚂蚁财富、余额宝）和家庭用品（如安琪酵母粉），使用场景聚焦家庭日常烹饪、便捷饮食（如""下班回来不想做饭""）以及生活理财管理（如独生子女补贴）。

不喜欢：基于未点击行为，用户不喜欢教程式烹饪内容（如包饺子教程）和非实用娱乐故事（如孙悟空被投喂），与点击的简单食谱偏好相反，且可能对素菜兴趣较低（未点击""素菜比肉好吃""），与点击的肉菜（如五花肉、牛肉）形成对比。",3,complete
1423503,"喜欢：该用户偏好美食烹饪品类，关键词包括简单、家常、下饭、懒人（从点击商品标题高频出现），品牌涉及公益服务如芭芭农场（交易和服务使用实体），使用场景主要为家庭日常用餐、早餐准备及节日聚餐（点击标题强调孩子、老公、年夜饭）。

不喜欢：基于未点击商品中与点击行为相反的特征，用户不喜欢内容夸张描述的食谱（如""神仙美味""）、强调商业应用如摆摊（实体词""地摊经济""），或特定解腻清爽类菜肴（如""包菜炒鸡蛋""对应大鱼大肉主题）。",3,complete
1484141,"喜欢：偏好品类包括户外服装（如短裤、运动板鞋）、自然景观和娱乐内容；关键词涉及日出、山风、钓鱼、游泳；品牌如Apple（从交易行为中的Apple|BRAND和appstore|BRAND）；使用场景为休闲娱乐（如爬山、钓鱼）和日常生活（如公交出行）。  
不喜欢：基于未点击商品，不喜欢汽车品牌（如奔驰）、实用生活技巧（如车内降温）、宠物故事（如小狗拖西瓜）和医疗场景（如医院扎针）。",3,complete
1898195,"喜欢：该用户偏好娱乐性强的内容，包括动物趣闻（如狗、猫、熊猫）、搞笑事件和救援故事，关键词涉及安全、搞笑、网友分享和户外活动（如爬山、台风）；从交易行为看，偏好品牌如卫龙（零食）、ucc/悠诗诗（咖啡）和小米（电子产品）；使用场景主要为休闲浏览、日常生活趣事和新闻事件。

不喜欢：基于未点击商品，用户不喜欢静态动物展示如锦鲤游泳，主题涉及旅游景点（趵突泉）和减肥，关键词包括组团、出行和游泳，与点击行为中动态、事件驱动的特征相反。",3,complete
171937,"喜欢：用户偏好宠物搞笑视频内容，特别是狗和猫的互动与幽默场景，关键词包括狗、猫、宠物、搞笑、互动；品牌上常涉及支付宝、京东等平台用于支付和娱乐消费；使用场景为移动端休闲娱乐，如观看短视频和参与宠物相关游戏（如芭芭农场）；偏好品类涵盖宠物用品（如狗粮）、食品（如鲜肉）和餐饮小吃（如燊华鸣烧腊）。

不喜欢：用户不喜欢家庭主题和严肃动物报道内容，如家庭会议、大熊猫新闻或旅游景点描述（如趵突泉锦鲤），这些特征与点击的搞笑宠物互动相反。",3,complete
83760,"### 用户兴趣偏好总结（场景3）

喜欢：用户偏好生活技巧类内容（如停车入库、卫生间设计、面条新吃法），家庭生活主题（如大学生回家、带娃育儿），健身和运动相关（如拎桶油健身、改善臀凹陷动作）；关键词涉及旅行（搜索""旅行""）、支付宝服务（搜索""支付宝""、交易""支付宝""）；品牌偏好支付宝（多次交易和服务使用）、抖音（交易""抖音电商""）、蒙牛（交易""纯牛奶""）；使用场景包括日常实用（停车、卫生间装修）、健康运动（在家健身）、在线娱乐（视频观看）和公益参与（芭芭农场、蚂蚁庄园）。

不喜欢：用户对高端汽车品牌内容不感兴趣，如奔驰和迈巴赫的区别（基于未点击商品）。",3,complete
670884,"喜欢：该用户偏好食品烹饪类内容，特别是家常菜谱和早餐食谱，如饺子、虾、包子、鸡蛋饼、蘑菇和汤圆等，关键词包括""好吃""、""简单""、""香""、""早餐""和""家庭""，使用场景聚焦于家庭日常饮食准备和聚餐，涉及品牌如familymart（全家便利店），并体现出对便捷、美味食谱的强烈兴趣。

不喜欢：该用户不喜欢新闻事件和社会报道类内容，如游玩事故或社会救援故事，与点击行为中美食娱乐主题相反，反映出对严肃、非娱乐性话题的回避。",3,complete
1248660,"喜欢：该用户偏好宠物相关品类（如狗、猫、大熊猫），关键词包括“狗”、“猫”、“事故”、“旅游景区”、“中国”等，品牌涉及支付宝（从交易和服务使用实体如支付宝运动、蚂蚁庄园），使用场景主要为公益捐赠（如通过公益项目、慈善基金会）和日常娱乐（如观看搞笑视频、交通知识内容）。

不喜欢：基于未点击商品特征，用户不喜欢政治和国际关系主题内容（如涉及中美冲突的“美国”、“中国”、“王牌”等关键词），这与点击行为中轻松、生活化主题相反。",3,complete
1597331,"### 用户兴趣偏好总结（场景3）
喜欢：用户偏好娱乐类内容，特别是动物相关搞笑视频和生活趣事，偏好品类包括宠物（如狗、猫、鸟）和日常幽默，关键词如""狗""、""网友""、""街头""、""搞笑""，品牌涉及咖啡店（如咖啡店|BRAND）和生活超市（如生活超市|BRAND），使用场景集中于休闲娱乐（如街头散步、家庭互动）和城市日常生活（如济南市街头、海滩休闲）。  
不喜欢：用户不喜欢现实情感或工作相关内容，基于未点击商品特征，如爱情故事、事故新闻或职场话题，关键词包括""女友""、""车贷""、""五险一金""、""打工""，偏好品类与点击行为相反，如情感叙事、严肃宠物饲养（如黄鳝）或时尚穿搭（如清冷套装）。",3,complete
1589446,"喜欢：用户偏好食品品类中的肉类菜肴（如牛肉、猪肉、鱼）和蔬菜（如秋葵、豆腐），关键词包括好吃、下饭、简单、美味；品牌方面，偏好FamilyMart（基于点击实体词）；使用场景为家庭烹饪（如在家做饭）和家居生活（如卫生间设计）。

不喜欢：用户不喜欢茄子相关的菜肴，基于未点击商品与点击行为相反的特征（点击了豆腐等蔬菜但未点击茄子）。",3,complete
1051322,"喜欢：用户偏好宠物相关品类（尤其是猫和狗），关键词包括养猫、宠物行为、幽默视频和家庭互动；品牌涉及支付宝（如芭芭农场、蚂蚁森林）和阿里体育；使用场景为休闲娱乐观看、公益参与（如动物保护vlog）和家庭生活分享。

不喜欢：基于未点击商品特征，用户不喜欢纯娱乐性的大熊猫内容（如高能瞬间视频），这与点击行为中偏好有深度主题（如保护故事）的动物内容相反。",3,complete
149072,"喜欢：偏好品类包括新闻事件、交通效率和户外活动；关键词如雨天、电动车、抢救、济南市、行道树、劈叉、街头、钓到鱼、风力发电机、山东泰安、退役军人、外卖员、同步、通行、效率、联动、泰州市、轿车、闯红灯等城市生活与紧急事件主题；品牌偏好如滴滴出行（服务使用）、美团（交易实体）、农夫山泉（交易实体）等日常消费品牌；使用场景涉及城市出行、交通管理、救援事件和日常消费。

不喜欢：基于未点击商品特征，不喜欢休闲旅游和动物相关主题，如组团出行、游泳、锦鲤和趵突泉等轻松娱乐内容。",3,complete
681192,"喜欢：该用户偏好交通警示和家庭生活趣事品类，关键词包括闯红灯、电动车、女子、双胞胎和养猫，品牌如支付宝（从交易和服务高频出现），使用场景涉及日常出行（如地铁、公交）和家庭互动（如养宠物）。

不喜欢：基于未点击商品与点击行为相反的特征，用户不喜欢空调使用、电动车事故和头盔相关危险内容（如未点击的空调、事故和头盔实体词）。",3,complete
10726,"喜欢：用户偏好休闲旅游品类（如趵突泉锦鲤出行、游泳相关），美食零食（如水果超市活动、咖啡糖、软糖果），品牌涉及星巴克、稻香村等，使用场景聚焦家庭生活（如厨房贴纸、防潮垫）和户外活动（如庐山风景区、公共交通）；关键词包括组团、出行、春季等，体现对轻松娱乐和日常消费的兴趣。

不喜欢：用户对社会保障和医疗相关话题（如医保卡、社保卡）不感兴趣，基于未点击商品特征，避免涉及健康保险或行政服务内容。",3,complete
1066634,"喜欢：用户偏好宠物相关温馨故事（如猫狗趣事、大熊猫表演）、社会公益事件（如交警救援、退役军人救助）、交通安全提示（如驾驶技巧、路口警示）及健康话题（如社保卡、医保卡），涉及品类包括动物互动、应急救援和在线求助，关键词如""温暖""、""救援""、""技巧""、""社保""，品牌如支付宝（从服务使用中体现），使用场景为在线娱乐观看和公益参与活动。

不喜欢：用户不喜欢奇特或冲突性的宠物内容，如大甩卖促销或战斗主题，这与点击行为中正面、趣味性的动物故事形成反差。",3,complete
237451,"喜欢：用户偏好新奇社会事件（如旅行奇景、悬空门和高效交通联动）和幽默故事（如管家翻身），涉及品类包括新闻、旅行和交通；关键词如金融（信用贷、网商贷）、汽车服务（洗车）和手机相关（回收旧手机）；品牌如哈啰单车、脉动和支付宝；使用场景主要在支付（支付宝交易）、运动（支付宝运动）、游戏（芭芭农场）和公益捐赠（慈善项目）。

不喜欢：用户不偏好事故内容（如跌入泥坑）、时尚穿搭（如清冷套装）、负面事件（如偷拍）和萌宠故事（如萌娃告状），这些特征与点击行为相反，体现在未点击商品的实体词如电动车事故、高个子时尚、黑屏偷窥和锦鲤出游。",3,complete
465947,"喜欢：用户偏好社保福利和工作相关品类（如五险一金、养老金），关键词包括社会保障、医保、公积金，品牌涉及支付宝服务（如蚂蚁庄园、生活缴费），使用场景为生活缴费、超市消费和公益项目（如电力缴费、种果树），基于点击商品和搜索数据（如社会保障、税务）体现对实用生活服务的兴趣。

不喜欢：用户不喜欢政治话题和虚构娱乐内容（如国际关系、小说情节），基于未点击商品特征（如美国、中国、王牌及小说标题）与点击行为（社保实用主题）相反，未在搜索或行为数据中出现类似偏好。",3,complete
735713,"喜欢：偏好品类包括宠物动物（如狗、猫）、幽默趣事、社会新闻和户外活动（如爬山、钓鱼），关键词涉及搞笑、情感、安全、健身、钓鱼、爬山、游戏（如""我纯阳之体开局娶画皮新娘""）；品牌偏好哈啰出行（多次出现在交易和搜索）、支付宝（服务使用）、华为（交易行为）；使用场景涵盖出行（打车、网约车）、娱乐（视频、小游戏）、健康（健身、疫苗）和公益（种树、捐赠）。

不喜欢：基于未点击商品，不喜欢涉及儿童主题（如萌娃）和家庭冲突（如妈妈打孩子）的内容，与点击的积极动物趣事和成人视角事件相反。",3,complete
240935,"喜欢：偏好萌娃宠物、理财存钱、电动车相关品类；关键词包括萌娃、狗、存钱、银行存款、电动车；品牌如芭芭农场、支付宝、余额宝；使用场景涉及公益（如海洋保护、种树）、理财（如存钱、资产管理）、日常生活（如电动车出行、手机租赁）。

不喜欢：基于未点击商品与点击行为相反特征，不喜欢时尚套装、女生露腿相关品类；关键词如套装、女生；使用场景偏向时尚穿搭，与用户偏好的萌娃宠物、理财存钱等形成对比。",3,complete
711733,"喜欢：用户偏好宠物相关（如狗、猫）的幽默视频和动物趣事内容，关键词包括动物行为、家庭情感、旅行（如武功山）和社会热点；品牌涉及支付宝、饿了么（服务使用）和康师傅（交易行为）；使用场景为娱乐休闲（如点餐平台、公益种树）和日常生活消费（如餐饮小吃、生活缴费、交通出行）。

不喜欢：用户不喜欢负面事件（如车祸、事故）和平淡的宠物互动场景（如静态抚摸猫咪），基于未点击商品中与点击行为相反的负面特征。",3,complete
1373278,"### 用户兴趣偏好总结（场景3）
喜欢：用户偏好宠物相关（如猫、狗）和搞笑娱乐内容，关键词包括""土豆""、""猫咪""、""好奇""、""卧室""、""好吃的""，使用场景涉及家庭生活（如家居设计、烹饪）和日常出行（如交通规则），无明显品牌偏好，但倾向轻松、可爱主题的视频和实用技巧。

不喜欢：用户不喜欢涉及负面情感（如宠物冲突故事）或技术警告内容（如汽车按键知识），与点击的积极、娱乐主题相反，具体表现为避免""欺负""、""按键""等关键词。",3,complete
236071,"喜欢：用户偏好品类包括宠物（如猫咪、狗）、救援故事（如消防员、救援行动）和搞笑意外事件（如电动车事故、网友评论），关键词涉及消防、宠物、救援、网友，品牌偏好如麦当劳、瑞幸咖啡（基于搜索关键词），使用场景主要为休闲娱乐和社交媒体浏览（基于服务使用如互动小游戏、公益产品）。

不喜欢：用户不喜欢负面事故内容（如攀爬瀑布导致的危险事件）和特定实体如早起场景（基于未点击商品中与点击行为相反的特征，如未点击的攀爬瀑布事故和狗狗撸猫内容，而点击行为偏好积极救援和搞笑事件）。",3,complete
1610813,"喜欢：用户偏好家常菜创新烹饪、健康低卡食品和便捷早餐解决方案，偏好品类包括家常菜（如糖醋排骨、酸菜鱼）、健康零食（如低卡炸鸡腿）和早餐类（如发面饼、小米粥），关键词突出“新吃法”、“简单”、“下饭”和“孩子爱吃”，品牌涉及familymart（全家便利店），使用场景集中于家庭用餐、减肥管理（如减脂期食谱）和生活技巧学习（如驾驶技巧、金融知识），体现在点击的多样食谱、健康食品和实用内容中。

不喜欢：用户不喜欢红薯粉类简单食材商品，与点击行为中偏好创新多样化食物（如大虾新吃法、豆腐创意做法）和健康管理特征相反。",3,complete
484367,"喜欢：该用户偏好宠物相关品类（尤其是猫咪和狗），关键词包括猫咪、狗、网友、救援和搞笑，品牌无明显特定偏好（交易行为中涉及apple、三得利等但未在点击商品中体现），使用场景为休闲娱乐观看幽默动物视频和社会趣闻内容。

不喜欢：基于未点击商品特征（如沙子流动、趵突泉锦鲤），用户不喜欢自然现象描述和旅游景点内容，与点击行为中宠物及幽默主题相反。",3,complete
1703344,"喜欢：用户偏好旅游景点（尤其浙江和中国名山、城市）、健康健身内容（如瘦腰动作和身材曲线管理）、时事新闻（如退役军人事件）和金融投资（基金相关），关键词包括浙江板块、打卡、名山、瘦腰、动作、基金、退役军人，使用场景涉及休闲旅游、个人健康提升和投资理财。

不喜欢：用户不感兴趣于国际政治（如美国、俄罗斯内容）、家庭八卦（如丈母娘故事）、特定旅游（如县城景点）和负面事件（如车祸新闻），关键词包括俄罗斯、美国、丈母娘、县城、锦鲤、闯红灯，使用场景涉及国际事务、生活琐事和交通事故报道。",3,complete
11543,"喜欢：用户偏好旅游探索（如中国贵州美景、原始部落）、宠物趣事（狗相关事件）、交通生活（电动车、停车位纠纷）、生活常识（社保卡、五险一金知识），关键词包括中国、贵州、电动车、社保、狗、钓鱼、美景，品牌涉及支付宝（从服务使用如支付宝运动、蚂蚁庄园）和美团（从交易行为），使用场景涵盖日常通勤、休闲娱乐和健康管理。

不喜欢：用户不喜欢高风险旅游（如中国危险景点）、负面生活事件（如偷拍、车贷问题）、特定宠物饲养（黄鳝），关键词避免危险、偷拍、车贷，使用场景不涉及分心驾驶（如边骑车边看手机）或隐私风险场景。",3,complete
236055,"喜欢：用户偏好新闻和事件内容，特别是意外事件、社会热点及国际新闻，偏好品类包括社会新闻和自然现象；关键词涉及电动车、手机、女子、日出、钱塘江、市民、小朋友、印度、火箭、美国、中国等；品牌方面，从交易行为中提取相关电子产品品牌如华为、荣耀；使用场景为日常休闲浏览和信息获取，如关注英雄事迹、自然奇观及国际动态。

不喜欢：用户不喜欢负面或犯罪相关的新闻内容，如尾随事件，关键词包括女子、黄衣、店主，与点击行为中正面或中性事件特征相反。",3,complete
1815975,"喜欢：偏好动物相关内容和日常生活幽默视频（品类），关键词包括撸猫、大熊猫、狗、网友分享（关键词），品牌涉及支付宝（如芭芭农场、蚂蚁金服）和电信服务（如中国移动、电信）（品牌），使用场景为休闲娱乐、在线内容消费和健康关注（如疫苗预约、健康金）（使用场景）。

不喜欢：基于未点击的旅游景点内容，不喜欢冒险或危险主题的旅游景点（如中国景点）。",3,complete
370015,"喜欢：用户偏好汽车驾驶技巧（如倒车入库、侧方停车）和省钱妙招，关键词包括""技巧""、""安全""、""新手""；品牌涉及支付宝、宝马、奔驰等汽车相关；使用场景为日常驾车维护（如停车、出库操作）和金融理财（如支付宝服务、基金投资）。

不喜欢：用户不喜欢过于简化的停车技巧（如""不求人""）和纯负面交通事故内容（如""闯红灯""），与点击行为中偏好实用解决方案和积极指导的特征相反。",3,complete
302868,"喜欢：用户偏好烹饪类内容，特别是肉类菜肴如盐焗手撕鸡、清蒸鲈鱼、爆炒腰花和米饭类如外婆菜炒饭；关键词包括盐焗、手撕鸡、清蒸、豆皮、爆炒；品牌涉及芭芭农场、盒马等生活服务；使用场景聚焦家庭饮食、育儿（如生孩子话题）和日常生活故事。

不喜欢：用户不喜欢理财相关主题如存款利息、保险补贴（如五险一金、独生子女补贴），以及素菜、懒人食品（如鸡蛋饼、皮蛋新吃法）和特定做法如红烧肉，与点击行为中偏好的肉类和家常菜相反。",3,complete
1736689,"### 用户兴趣偏好总结（场景3）
喜欢：偏好动物幽默内容（如狗和猫的趣事）及家庭互动品类，关键词包括狗、猫咪、饺子、网友、妈妈，品牌涉及饿了么和支付宝，使用场景为外卖点餐（如点击""摸进厨房偷吃了一整盘饺子""）和在线支付（如交易行为中的""扫码收款""）。

不喜欢：基于未点击行为，反感攻击性动物表现（如""猫咪要攻击""）、钓鱼活动（如""男子海上钓鱼""）及医疗相关场景（如""医院""），与点击的积极幽默内容相反。",3,complete
714474,"喜欢：该用户偏好家常菜食谱品类，如鸡蛋、肉、海鲜类（如葱爆鸡蛋、红烧肉、白灼虾），强调简单快捷、好吃下饭的关键词；偏好品牌包括光明、蒙牛的乳制品（从交易数据中的光明优加、蒙牛等）；使用场景主要为家庭烹饪、日常用餐（如早餐茶叶蛋、懒人焖饭）和健康饮食（如清淡菜心炒肉），同时涉及公益和健康活动（如芭芭农场、支付宝运动）。

不喜欢：基于未点击商品特征，用户不喜欢苦味食物（如苦瓜）、金融话题（如银行存款）、负面新闻（如事故）和行政事务（如社保卡），这些与点击的积极、实用食谱内容相反。",3,complete
351280,"喜欢：用户偏好家居装修和设计品类（如阳台、厨房、客厅改造），关键词包括""设计""、""装修""、""素菜""和""景点""，品牌涉及全家（familymart）等食品相关，使用场景主要为家庭生活改善和日常饮食，体现对实用家居优化和健康食物的兴趣。

不喜欢：基于未点击商品特征，用户不喜欢财务补贴或政策相关内容（如独生子女补贴），与点击行为中生活兴趣相反。",3,complete
2004012,"喜欢：偏好品类为冒险旅游和自然奇观，关键词包括悬崖峭壁、惊险公路、独特村落（如神仙居、悬空村），品牌偏好农夫山泉、娃哈哈等食品饮料（基于交易行为），使用场景为休闲娱乐时通过移动端消费内容（服务使用涉及支付宝、公益游戏）。
不喜欢：不喜欢金融汽车相关主题，如车贷和省钱技巧（基于未点击商品的反向特征）。",3,complete
1543998,"喜欢：用户偏好宠物趣事（如金毛、黄鳝）、消防相关事件（如消防员互动）、时尚服饰（如裙子、清冷套装）、生活实用信息（如社会保障、高铁事件），涉及品牌如Apple、麦当劳、支付宝，使用场景主要为休闲娱乐（如社交媒体浏览、城市生活趣事）和日常生活管理（如交通、消费）。

不喜欢：用户不喜欢时尚选择性问题（如裙子颜色偏好）、负面社会事件（如挑衅交警）、普通宠物日常（如撸猫），基于未点击商品中与点击行为相反的特征。",3,complete
775893,"喜欢：偏好宠物搞笑视频品类（如猫咪、狗、大熊猫），关键词包括""土豆""、""搞笑""、""家庭趣事""，品牌涉及餐饮如""星巴克""、""奈雪の茶""，使用场景为休闲娱乐和移动端短视频消费。  
不喜欢：基于未点击行为，不喜欢乖巧或人类角色扮演内容（如""孙悟空投喂""、""黑狗封锁道路""），关键词如""乖巧""、""道路""、""离职""，使用场景偏向静态或负面事件。",3,complete
