user_id,user_interest_summary,scene,data_type
656606,"喜欢：该用户偏好金融品类（如信用卡申请和现金红包服务），关键词包括现金、红包、信用卡、任务，品牌涉及中信银行，使用场景为在线申请金融产品和参与任务获取现金奖励（如到店支付红包）。

不喜欢：基于未点击商品，用户不喜欢花呗相关服务（如花呗账单）、话费充值（如手机话费流量），以及特定红包类型（如红包封面）。",1,complete
1817555,"喜欢：该用户偏好出行服务（如公交、地铁）、个人护理用品（棉柔巾、湿巾）和金融优惠（现金红包），关键词包括现金红包、优惠券、公交出行，品牌涉及滴滴出行、美团外卖，使用场景为日常通勤和省钱消费。  
不喜欢：该用户不喜欢管理类应用（如个人中心、签到）、美容产品（如香水）和积分系统（如集分宝），这些特征与点击的出行和现金奖励行为相反。",1,complete
197842,"喜欢：用户偏好赚钱任务和红包奖励类活动，包括品类如在线赚钱平台（如月月赚）、关键词如任务、红包、转账红包和现金红包，品牌涉及支付宝（搜索关键词和服务使用实体中高频出现），使用场景为日常红包领取、转账操作及话费充值（交易行为和服务使用实体中手机费、电话费、转账等反复出现）。

不喜欢：用户不喜欢求职招聘和存钱管理类服务，基于未点击商品的特征如兼职、工作、提现和签到（未点击商品实体词中求职就业、岗位、提现等与点击行为中娱乐赚钱特征相反）。",1,complete
462144,"喜欢：用户偏好通过到店支付积累现金的活动，涉及品类如数码产品（如手机配件、电脑）、家纺、美妆和母婴等，关键词包括""攒现金""、""红包""、""现金""和""到店支付""，品牌如中国联通和Apple，使用场景为超市购物支付（如收银台）和参与任务赚钱（如抽奖、签到）。

不喜欢：基于未点击商品，用户不喜欢涉及平台红包、赚钱红包或支付宝的现金奖励商品，具体表现为对""赚钱红包""和""平台红包""等实体词的回避。",1,complete
1163409,"喜欢：用户偏好医药健康品类，关键词包括""买药""、""医疗报销""、""健康险""和""医保""，品牌如""饿了么""（用于健康服务）、""同仁堂""和""协和""，使用场景为在线健康管理、医疗报销和药品购买，体现在点击""饿了么买药""服务及交易实体中的""医药健康|BRAND""、""气管炎丸""和""vc片""。

不喜欢：用户不喜欢超市相关商品，如食品、饮料和生鲜品类，基于未点击""饿了么超市""商品中的实体词""伊利巧乐兹""、""可口可乐""、""新鲜鸡蛋""和""果蔬肉蛋""，与点击行为中健康服务相反。",1,complete
1906578,"喜欢：用户偏好教育费用和亲子游费用相关的理财储蓄工具，偏好品类包括教育规划、亲子活动及家庭理财；关键词涉及理财、零花钱和支付宝；品牌偏好支付宝（从点击商品和搜索词体现）；使用场景聚焦于家庭日常储蓄、教育资金管理和亲子游规划（基于点击商品实体词及搜索关键词如""理财""、""零花钱""）。

不喜欢：用户不喜欢公益慈善相关的产品或服务，基于未点击商品""支付宝成长派""的实体词""做公益""，与点击行为中理财储蓄特征相反。",1,complete
118828,"喜欢：该用户偏好在线赚钱和红包领取平台，品类包括任务完成工具和现金奖励应用，关键词如现金、红包、任务、签到、金币和提现，品牌如支付宝、花小宝和淘宝红包，使用场景为日常签到赚零钱、完成任务获取现金红包以及省钱应用互动（如芭芭农场和蚂蚁庄园）。

不喜欢：基于未点击商品，用户不喜欢宠物服务（如狗狗驱虫和宠物体检）、借贷产品（如360借条和信用卡）以及数码运动用品（如数码设备和男装），这些特征与点击的赚钱任务和现金主题相反。",1,complete
1269791,"喜欢：用户偏好运动健身品类（如足球、篮球、跑步、跳绳），关键词包括运动步数和支付宝运动，品牌主要为支付宝，使用场景涉及日常运动追踪、健康管理和任务型活动（如通过支付宝运动进行健身、登山或骑行）。

不喜欢：用户不喜欢金钱激励相关的运动应用，如那些强调现金领取、金币奖励或兑换现金的品类（如走路赚钱类应用），偏好纯运动导向而非现金红包、金币或VIP会员等金融元素。",1,complete
1656564,"喜欢：该用户偏好金融赚钱类产品（如现金红包、转账红包）和日常消耗品（如湿巾、棉柔巾），关键词包括月月赚、任务、提现、签到、电话费，品牌倾向合创，使用场景涉及在线任务完成、赚取小额现金和日常支付（如电话费充值）。

不喜欢：该用户不喜欢数码产品、内衣、母婴用品、居家用品、美妆产品，关键词如文章、地铁出行红包，品牌如佳米，使用场景包括阅读文章或特定出行相关红包活动。",1,complete
1194241,"喜欢：该用户偏好旅游品类（如景点、机票、门票）、电子产品品牌（如苹果、荣耀）、医疗保健使用场景（如医保亲情账户、就医购药），关键词包括顺风车、飞猪等出行服务，以及搜索中的物流、车票等交通相关词。

不喜欢：该用户不喜欢金融储蓄品类（如余额宝、工资转入），关键词如钱管家、信用卡还款等转账管理服务，使用场景涉及银行存款、货币基金等理财操作，与点击的旅游和医疗行为相反。",1,complete
1047619,"喜欢：偏好品类包括公共服务（如人社查询、补贴申请）、文化景点（如博物院、纪念馆参观）、出行服务（如打车、租车）和餐饮外卖（如甜品饮品、无骨炸鸡）；关键词涉及社会保障、芝麻信用、花呗和公交；品牌偏好支付宝、滴滴出行、饿了么和华为；使用场景为在线服务使用（如政务查询、支付）、出行预订和餐饮点单。

不喜欢：基于未点击行为，对超市购物（如生鲜食品、日用品）和药品购买（如健康产品）不感兴趣，具体表现为避免维他柠檬茶、新鲜鸡蛋、防晒喷雾、面霜等超市商品及药品相关实体。",1,complete
1513751,"喜欢：该用户偏好金融奖励品类（如红包、现金红包）和个人护理品类（如棉柔巾、湿巾），关键词包括""红包""、""现金红包""和""消费券""（基于搜索数据），品牌方面无明显偏好（点击商品未涉及特定品牌），使用场景集中于在线省钱和日常消费（如支付宝、余额宝服务使用）。

不喜欢：该用户不喜欢任务导向活动（如任务、签到）、租赁服务（如租机租赁）、证件相关（如证件照）以及蔬菜品类（如绿色蔬菜、西红柿），这些特征在未点击商品中出现且与点击行为（红包、个人护理）相反。",1,complete
867699,"喜欢：用户偏好理财和赚钱任务品类，关键词包括月月赚、红包、转账红包、任务，品牌涉及支付宝相关服务如蚂蚁财富、花呗、余额宝，使用场景为日常通过移动支付平台完成任务赚取现金红包的理财活动。

不喜欢：用户不喜欢求职就业相关的内容，基于未点击商品的特征如招聘、兼职、公司信息、岗位、学历等。",1,complete
501806,"喜欢：用户偏好金融理财品类，关键词包括黄金票、现金红包、理财年金和余额宝，品牌如蚂蚁财富和支付宝，使用场景为在线投资管理和红包领取活动。

不喜欢：用户不喜欢保险类产品，如商业保险和保费支付服务，基于未点击商品的特征如保险管家和诊断证明。",1,complete
1534209,"喜欢：用户偏好金融和任务互动品类，如现金红包、提现服务和签到任务；关键词包括现金、红包、提现、任务、签到；品牌如支付宝（高频出现）；使用场景为在线赚钱、日常金融管理和参与简单游戏任务（如开宝箱、领现金）。

不喜欢：用户不喜欢金币兑换和租赁品类，如金币系统、设备租赁；关键词如金币、兑换、租赁、回收；品牌如租机服务（如逗鱼租机）；使用场景为复杂赚钱机制（如金币兑换红包）和设备回收交易。",1,complete
1469119,"喜欢：用户偏好品类为金融任务和现金奖励类内容，关键词包括现金、红包、任务、签到、集分宝、月月赚，品牌涉及支付宝生态服务如集集星球、月月赚、集集攒，使用场景为日常签到、做任务、领取现金红包及转账红包活动。

不喜欢：用户不喜欢品类如求职招聘和全职工作类内容，关键词如招聘、求职、公司、全职兼职，品牌如青团社，使用场景为找工作、求职活动或公司相关服务。",1,complete
40155,"喜欢：用户偏好流量卡服务和信用卡申请品类，关键词集中于分期、额度、办卡等，品牌倾向中国联通、交通银行和中信银行，使用场景涉及移动支付（如支付宝、余额宝）和金融管理（如话费充值、理财服务），体现对通信便利和信贷产品的兴趣。

不喜欢：用户不喜欢信用卡还款、房贷计算和银行卡优惠等特征，基于未点击商品中与点击行为相反的还款、房贷、银行卡优惠等实体，反映出对债务管理和传统银行优惠的回避。",1,complete
1846160,"喜欢：用户偏好手机卡服务、话费充值和流量服务等品类，关键词包括流量卡、中国联通卡和充值话费，品牌如中国联通，使用场景在日常通信支付和手机服务管理。

不喜欢：用户不喜欢银行信用卡申请相关品类，包括银行品牌（如招商银行、中信银行）、信用卡关键词和办卡使用场景。",1,complete
1378050,"喜欢：该用户偏好金融服务和任务赚钱类品类，如红包、现金领取和理财平台；关键词包括月月赚、任务、转账红包和支付宝；品牌涉及支付宝相关服务（如集集钱包）；使用场景为日常理财管理、赚取现金奖励和完成在线任务。

不喜欢：基于未点击商品特征，该用户不感兴趣于招聘求职类内容，如兼职工作、岗位招聘和求职平台（如青团社），表现为避免关键词如招聘、求职和工作相关实体。",1,complete
923496,"喜欢：用户偏好出行服务（如打车、租车代驾）、餐饮品类（如老乡鸡的快餐菜品，包括梅菜扣肉、鸡汁辣鱼、鸡肉粥、香菇鸡汤面等）、医疗服务（如医院就诊、儿科门诊）、电子产品（如手机、充电器），关键词涉及优惠券、滴滴出行、外卖、健康管理，品牌包括滴滴出行、老乡鸡、华为、小米、农夫山泉，使用场景覆盖日常通勤、在线点餐、医疗保健和在线购物。

不喜欢：用户对老乡鸡品牌馆不感兴趣，表明对品牌推广页面或非具体产品展示的偏好较低，与点击行为中偏好实际菜品和服务的特征相反。",1,complete
1135534,"喜欢：该用户偏好运动鞋服品类（如跑鞋、运动裤、鸭舌帽），关键词包括运动、出行、红包和支付宝，品牌如安踏、李宁、小米和华为，使用场景涉及日常运动、家庭出行和在线支付服务（如打车、租车）。
不喜欢：基于未点击商品特征，用户不喜欢芝麻GO相关的用车服务。",1,complete
396904,"喜欢：偏好金融理财品类，关键词如支付宝、小荷包、蚂蚁探险、攒钱计划、理财投资，品牌支付宝，使用场景为储蓄管理和探险类金融游戏（如教育费用规划）。
不喜欢：基于未点击商品特征，反感支付功能优化（如免密支付、自动扣钱）和红包活动（如赚钱红包、提现免费额度）。",1,complete
1684009,"喜欢：该用户偏好金融抽奖活动品类，关键词包括红包、黄金票、现金红包、黄金和开奖，品牌涉及蚂蚁财富和支付宝相关服务，使用场景为支付宝平台上的日常抽奖、红包领取及黄金投资活动。

不喜欢：该用户不喜欢美容护肤品类（如御泥坊）、流量充值服务（如流量钱包）和分期付款服务（如优品分期），关键词包括御泥坊和流量钱包，品牌如御泥坊，使用场景涉及美容护理和流量管理。",1,complete
1192443,"喜欢：用户偏好金融任务类内容，包括现金领取、红包、签到、提现、金币兑换和话费充值等关键词；品牌如支付宝、花小宝和合创；使用场景为日常赚钱活动、任务完成和奖励领取，涉及品类如现金红包、集分宝和话费服务。

不喜欢：用户不喜欢证件考试相关内容和游戏类产品，如会计、国考、护照、教师证和扭蛋工厂等关键词；品牌如扭蛋工厂；使用场景为学习或娱乐，与点击行为中的任务赚钱特征相反。",1,complete
1560078,"喜欢：用户偏好品类包括服装（如女秋装、女裤、女鞋）、电子产品（电动车、手机壳）、家居用品（杯子、鱼缸）和金融服务（现金红包、提现）；关键词集中于金币、现金、红包、签到、任务、兑换；品牌涉及小米、饿了么、交通银行；使用场景为日常赚钱任务（如签到赚金币）、在线活动（喂鸡、种树）和消费兑换（红包换商品），体现对互动式赚钱和实用消费的倾向。

不喜欢：用户不喜欢回收服务（旧衣服回收）、特定食品（甜食）和泳装等品类；基于未点击商品中与点击行为相反的特征，包括租赁服务（如租机）和甜食，关键词如租机、回收、甜食，品牌如阿里妈妈、巨头租机，使用场景涉及物品回收和甜食消费。",1,complete
106440,"喜欢：用户偏好金融产品品类如现金红包和社保服务（如电子社保卡），个人护理用品如棉柔巾和湿巾；搜索关键词显示对餐饮优惠（如外卖优惠）、保险服务（如健康险）和回收相关（如旧物回收）感兴趣；常用品牌包括支付宝（支付和金融服务）；使用场景覆盖日常消费（如外卖订单、停车费）、健康管理（如健身服务）和金融活动（如赚现金）。

不喜欢：用户不喜欢签到任务类应用（如天天赚一点涉及签到和任务）、育儿产品（如孕妈妈相关吸奶器）、话费充值服务，以及特定电子品牌如oppo的推广，这些特征与点击的金融和个人护理偏好相反。",1,complete
268888,"喜欢：该用户偏好水果品类（如苹果、橘子、芒果），关键词包括芭芭农场、集集星球、游戏中心和月月赚，品牌涉及支付宝和饿了么，使用场景涵盖日常水果消费、娱乐游戏（如泡泡龙、贪吃蛇）、健身服务（乐动力）及在线赚钱任务（现金红包、转账红包）。
不喜欢：用户对基金投资（如指数晴雨表）、工作招聘应用及纯签到赚点服务不感兴趣，这与点击的积极赚钱任务和游戏行为相反。",1,complete
1145388,"喜欢：用户偏好金融储蓄类活动，包括月月赚、红包（尤其是现金红包和转账红包）、任务完成等关键词，涉及支付宝平台（如蚂蚁庄园、蚂蚁保）的使用场景，用于日常赚钱、攒现金和红包领取，同时支持生活缴费（如电费、水费）相关服务。

不喜欢：用户不喜欢招聘求职类服务（如兼职、找工作）、保险产品（如相互宝、守护金）、抽奖活动（如领话费、抽奖），以及某些现金领取形式（如天天领现金拆红包），这些特征与点击行为相反，体现在未点击商品的实体词中。",1,complete
1042672,"喜欢：用户偏好金融服务中的信用卡申请，特别是中信银行的银联金卡或白金卡产品，关键词包括""申请信用卡""和""办卡""，品牌集中于中信银行，使用场景涉及金融交易和在线支付（如条码支付、银行卡安全险）。

不喜欢：用户不喜欢其他银行的信用卡申请（如招商银行、建设银行、交通银行）以及流量卡服务（如联通流量卡、话费充值），关键词包括""流量卡办理""和""话费充值""，品牌涉及联通、支付宝等非中信银行实体。",1,complete
645231,"喜欢：该用户偏好金融借贷和信用卡申请品类，关键词集中于信用、分期、贷款和额度（如搜索中的""分期申请""、""贷款分期额度""），品牌倾向360借条和中信银行（点击商品实体词显示""360借条""、""中信银行""），使用场景涉及个人财务管理需求，如借款额度领取和信用卡办理（点击商品标题如""360借条借钱额度领取""、""中信银行办理信用卡""）。  
不喜欢：基于未点击商品中与点击行为相反的特征，用户不喜欢其他银行的信用卡产品（如未点击标题中的""招商银行信用卡申请""、""交通银行-信用卡申请""）、快递服务（如未点击实体词中的""寄快递""、""国际快递邮小哥""）以及特定金融产品如伶俐贷（未点击标题中的""伶俐贷""）。",1,complete
169651,"喜欢：该用户偏好金融奖励品类（如现金红包、优惠券）和日常消耗品（如棉柔巾、湿巾），关键词集中于""红包""、""现金""、""任务""和""签到""，品牌倾向支付宝相关服务，使用场景为在线平台（如支付宝、饿了么）参与任务赚取小额奖励和日常消费优惠。

不喜欢：该用户不偏好未点击商品中与点击行为相反的特征，如特定红包形式（公交红包、到店红包）、游戏化元素（鱼干、兑换记录）以及高价值消费（iphone14、格力空调），反映出对复杂领取方式或电子产品的回避。",1,complete
572146,"### 用户兴趣偏好总结（场景1）

喜欢：用户偏好金融理财品类，如红包活动、话费充值和任务奖励；关键词包括月月赚、现金红包、转账红包和黄金票；品牌如蚂蚁财富、中国电信和支付宝；使用场景涉及在线理财、日常支付和话费充值服务，体现对金融工具和便捷支付的兴趣。

不喜欢：用户不感兴趣于招聘求职服务品类，如兼职工作和岗位招聘；关键词如青团社、求职和招聘；品牌如青团社；使用场景包括求职平台和食品超市配送（如饿了么），与点击行为中的金融主题形成鲜明对比。",1,complete
1582884,"喜欢：用户偏好金融服务和通信服务，包括信用卡申请（品牌如浦发银行、中信银行）、流量卡办理（品牌如中国联通），关键词涉及办卡、领卡、充值话费，使用场景为在线金融产品申请和通信服务激活。
不喜欢：用户不喜欢现金红包活动、签到赚金币任务以及美妆家纺等非核心服务，基于未点击商品如天天领现金、美妆产品和家纺用品的相反特征。",1,complete
1037107,"喜欢：用户偏好数码产品回收（如手机、平板）和黄金投资（黄金票、现金红包），品牌倾向苹果、华为、三星等，关键词包括回收、租赁、红包和健身，使用场景涉及日常金融交易（转账、红包）、娱乐抽奖（集金蛋、互动小游戏）及健身活动（运动马拉松、乐动力）。  
不喜欢：用户对股票基金投资（如指数、猜涨跌）和贷款计算（年化利率、等额本息）等金融产品不感兴趣，基于未点击行为与点击偏好相反的特征。",1,complete
587479,"喜欢：用户偏好金融赚钱服务品类，如月月赚，关键词包括现金红包、红包、任务和转账红包，品牌涉及月月赚，使用场景为在线任务赚钱和红包获取。
不喜欢：用户对招聘求职服务不感兴趣，如青团社招聘和兼职侠，关键词包括招聘、求职和岗位，品牌如青团社，使用场景为找工作兼职。",1,complete
550654,"喜欢：用户偏好理财和任务赚钱品类，关键词如任务、红包、现金、提现、签到和金币，品牌包括支付宝、中国移动和银行（如中信银行），使用场景为日常赚零钱、通过任务和签到获取现金红包、以及理财服务（如余额宝和话费充值）。  
不喜欢：用户不喜欢招聘求职相关的赚钱方式，如兼职工作或岗位申请，基于未点击商品中出现的青团社、求职、岗位等特征，与点击行为中任务赚钱主题相反。",1,complete
1071238,"喜欢：用户偏好红包、湿巾和棉柔巾等个人护理及现金奖励品类，关键词如""红包""和""支付宝""，品牌涉及支付宝相关服务（如余额宝），使用场景包括在线现金红包领取和日常卫生护理。
不喜欢：用户不喜欢任务赚钱、贷款服务等金融任务品类，关键词如""任务""和""贷款""，品牌如360借条，使用场景涉及信用贷款和奖金任务。",1,complete
250556,"喜欢：用户偏好金融相关品类如现金红包、黄金票和任务型奖励活动，关键词包括现金、红包、提现、黄金和财运红包，品牌如蚂蚁财富（从点击标题推断），使用场景涉及在线赚钱、提现操作以及日常消费如美妆个护和装饰装修（基于点击商品实体词和搜索关键词）。

不喜欢：用户不喜欢实物黄金饰品、黄金回收服务和银行金融产品，关键词如手镯、戒指、回收、金价查询和银行额度，品牌如中国黄金、久久金管家和光大银行（从未点击商品标题和实体词推断），使用场景为黄金买卖交易和银行服务查询（与点击行为相反的特征）。",1,complete
747907,"喜欢：该用户偏好金融理财品类，如月月赚、红包任务和转账服务；关键词包括月月赚、红包、转账红包和任务；品牌涉及支付宝（从服务使用和搜索中高频出现）；使用场景为日常转账、收款、赚取现金及生活缴费（如电费、水费），体现对便捷理财和消费返利的兴趣。

不喜欢：基于未点击商品，用户不喜欢工作招聘和求职就业相关的内容，如兼职、技能培训、岗位招聘和求职申请（从青团社兼职等实体词中提取），反映出对职业中介和蓝领就业服务的回避。",1,complete
762816,"喜欢：用户偏好品类包括在线消费服务（如红包、消费款）、旅行预订（如酒店、航班）和生活用品（如洗衣液、牙刷）；关键词如金币、兑换、签到；品牌如支付宝、携程、考拉海购；使用场景涉及移动支付、日常任务（如签到赚金币）和在线购物。

不喜欢：用户不喜欢品类如金融借贷服务（如贷款、信用卡申请）；关键词如额度、还款；品牌如交通银行、北银消费金融；使用场景在金融管理（如贷款计算、还款计划）和借贷申请。",1,complete
490806,"喜欢：偏好金融服务品类如助学贷款和还款，关键词包括国家开发银行、余额和电话费，品牌如国家开发银行和vivo，使用场景涉及教育贷款申请、日常财务任务（如话费充值）和优惠获取（如红包、优惠券）。

不喜欢：基于未点击商品特征，不喜欢赚零花钱的任务型应用（如签到和简单现金任务），与点击的正式金融服务相反。",1,complete
2002194,"喜欢：用户偏好交通出行服务（如打车、租车、专车）、食品（包括蛋糕、面包、零食如草莓慕斯杯、全麦面包、凉皮）、服装（如t恤、卫衣、冲锋衣）、游戏和电子产品（如电脑），关键词涉及网约车、租车、红包、基金，品牌如滴滴出行、camel/骆驼、ovenlab乐欧酵室，使用场景涵盖日常通勤、休闲娱乐（如烧烤、游戏）和在线理财（如余额宝、基金服务）。

不喜欢：基于未点击商品，用户不喜欢高端电子产品（如apple watch、iphone14）、家电（如格力空调）和玩具类商品（如扭个蛋），这些与点击行为中偏好的交通服务、食品及服装形成反差。",1,complete
971882,"### 用户兴趣偏好总结（场景1）

喜欢：偏好通信服务品类如流量卡和电话卡申请，关键词包括流量服务、话费充值、信用卡申请，品牌如中国联通、阿里宝卡、中信银行，使用场景涉及在线充值、移动支付和金融服务（基于点击商品标题和实体词中高频出现的流量卡办理、话费充值、申请信用卡等特征）。

不喜欢：基于未点击商品中与点击行为相反的特征，不喜欢现金红包、任务型赚钱应用、提现服务和红包封面等泛娱乐或非核心服务（从未点击商品实体词如现金红包、任务、提现、兑换现金等推断，与点击的通信/金融服务形成对比）。",1,complete
1206082,"喜欢：用户偏好省钱活动品类（如薅羊毛赚话费），关键词包括""薅羊毛""和""电话费""，品牌涉及淘宝、支付宝和中国移动，使用场景聚焦赚取话费和国际相关服务（如新加坡、马来西亚）。

不喜欢：用户不喜欢金币、红包和任务导向的赚话费方式（如兑话费、提现任务），避免品牌如光大。",1,complete
1990735,"喜欢：用户偏好娱乐活动（如电影、音乐会和脱口秀）、金融优惠（如红包、现金和赚钱活动）及科技产品（如苹果14），关键词包括电影、红包、支付宝和跑腿服务，品牌涉及支付宝、印鸽（照片打印定制）和肯德基，使用场景集中于在线娱乐消费、支付服务和餐饮外卖。

不喜欢：用户不喜欢正式证件照制作服务（如英语四六级和社保凭证）及特定电子产品（如格力空调和apple watch），这些特征与点击行为相反，表明对实用教育类服务和部分品牌兴趣较低。",1,complete
331367,"喜欢：该用户偏好与在线赚钱任务和日常消费相关的品类，如签到任务、现金红包领取和湿巾、棉柔巾等日用品；关键词包括""签到""、""任务""、""红包""和""集分宝""；品牌倾向华润万家超市和支付宝；使用场景集中于通过互动应用（如集集攒）赚取现金奖励、超市购物及在线支付。

不喜欢：该用户不偏好租赁服务（如手机租赁、租物）、保险产品（如人身意外保险）及非日常用品（如香水、幼儿早教启蒙），这些特征在未点击商品中突出，与点击行为中强调的赚钱任务和实用日用品形成反差。",1,complete
1211847,"喜欢：用户偏好金融理财类服务，特别是现金奖励和任务完成相关的品类，关键词包括现金、红包、任务、提现；品牌偏好支付宝；使用场景涉及签到赚小钱、做任务领现金、公交地铁乘车红包等虚拟现金获取活动。

不喜欢：用户不喜欢涉及实物商品（如洗衣液）或非纯现金任务（如兼职、商品订单）的特征，基于未点击行为中出现的洗衣液、波司登等实体词。",1,complete
572349,"喜欢：用户偏好日用品品类（如湿巾、棉柔巾）和出行服务（如滴滴出行），关键词包括红包、现金红包、赚一点，品牌涉及滴滴出行和支付宝，使用场景为通过互动任务赚取现金红包结合实用出行服务（如打车、骑行）。
不喜欢：用户不喜欢纯现金赚取任务（如签到、金币收集）和信用卡相关特征，基于未点击商品如多多有礼和小猪存钱罐，这些缺乏服务结合且涉及简单现金领取。",1,complete
600754,"喜欢：用户偏好现金奖励任务、签到活动和租赁服务（如手机租赁），关键词包括现金、红包、任务、集分宝、租赁，品牌如招商信诺、小鹏汽车、饿了么，使用场景为在线赚取现金红包、话费充值、外卖服务（如雪顶蛋糕奶茶）和日常任务完成（如喂鸡领鸡蛋）。

不喜欢：用户不喜欢日用品（如压缩毛巾、餐巾纸）、回收服务和抽奖活动，关键词如回收、抽奖、打卡，品牌如中国移动、伊利、华为，使用场景为二手物品回收、简单打卡任务和抽奖游戏（如天天抽奖）。",1,complete
88010,"喜欢：该用户偏好家庭用品和个人护理产品品类，包括内衣、足浴包、珊瑚绒浴裙、按摩器、冬裤等，关键词如家庭积分、家庭资产、足疗养生、冬季保暖，使用场景集中于家庭环境和健康养生；品牌方面无明显偏好，仅从交易行为中涉及大家乐等，但点击商品未体现特定品牌。
不喜欢：该用户不喜欢游戏任务和现金赚取类内容，如做任务、蚂蚁庄园、红包、现金、赚零花钱等，以及宠物食品、正式服装和点餐服务，这些特征与点击的家庭用品和个人护理行为相反。",1,complete
